DateKey,City,MaxTemperature,MinTemperature,AvgTemperature,RainfallMM,HumidityPct,WindSpeed
20230401,Bengaluru,29.7,21.5,25.1,1.5,59,15.0
20230402,Bengaluru,33.8,20.1,26.4,0.0,52,12.3
20230403,Bengaluru,32.9,19.7,26.1,0.0,56,15.6
20230404,Bengaluru,31.1,20.9,24.3,0.6,68,16.3
20230405,Bengaluru,32.5,19.1,26.0,0.0,53,14.0
20230406,Bengaluru,31.2,20.6,25.8,0.2,59,14.4
20230407,Bengaluru,32.1,20.3,25.9,0.0,54,16.8
20230408,Bengaluru,32.2,19.5,25.5,0.0,49,19.9
20230409,Bengaluru,32.4,18.3,25.2,0.0,50,13.6
20230410,Bengaluru,32.9,19.4,26.2,0.0,54,21.1
20230411,Bengaluru,33.6,18.8,26.3,0.0,45,14.6
20230412,Bengaluru,34.7,18.6,26.6,0.0,35,19.2
20230413,Bengaluru,35.1,18.9,27.1,0.0,33,20.5
20230414,Bengaluru,35.2,20.1,27.4,0.0,31,21.7
20230415,Bengaluru,34.0,19.7,27.0,0.0,33,18.8
20230416,Bengaluru,34.3,19.5,27.0,0.0,31,15.0
20230417,Bengaluru,34.6,19.5,27.2,0.0,34,17.1
20230418,Bengaluru,34.9,20.5,27.9,0.0,33,17.0
20230419,Bengaluru,35.5,21.0,28.1,0.0,38,15.8
20230420,Bengaluru,34.9,20.6,28.1,0.0,42,10.4
20230421,Bengaluru,33.9,21.4,27.6,0.0,50,8.8
20230422,Bengaluru,33.4,21.1,27.5,0.0,51,10.1
20230423,Bengaluru,33.3,21.4,27.2,0.0,55,13.4
20230424,Bengaluru,33.8,21.5,27.1,0.1,57,17.6
20230425,Bengaluru,32.1,22.1,26.3,2.1,65,15.8
20230426,Bengaluru,33.2,21.1,26.2,0.8,62,14.4
20230427,Bengaluru,33.7,21.1,27.0,0.1,59,16.4
20230428,Bengaluru,32.8,21.3,26.9,0.3,59,16.6
20230429,Bengaluru,31.8,20.9,24.9,4.5,70,18.2
20230430,Bengaluru,31.9,20.3,24.8,17.8,74,11.4
20230501,Bengaluru,29.5,19.4,23.3,3.8,78,13.7
20230502,Bengaluru,29.6,20.6,23.9,2.5,80,10.2
20230503,Bengaluru,27.0,19.8,22.9,5.2,82,14.6
20230504,Bengaluru,28.6,19.8,24.1,1.0,75,18.4
20230505,Bengaluru,27.7,20.0,23.5,0.7,77,11.4
20230506,Bengaluru,29.8,20.4,23.8,8.7,77,11.5
20230507,Bengaluru,26.1,20.1,23.1,4.1,84,14.8
20230508,Bengaluru,29.3,21.0,23.7,19.8,83,9.6
20230509,Bengaluru,31.0,19.1,24.7,9.6,78,13.1
20230510,Bengaluru,32.0,19.4,25.7,0.0,73,11.8
20230511,Bengaluru,32.6,20.4,25.3,6.7,74,12.0
20230512,Bengaluru,31.8,20.9,26.0,0.2,69,15.1
20230513,Bengaluru,30.9,21.5,25.3,2.1,77,18.1
20230514,Bengaluru,32.4,20.5,26.2,0.0,67,19.2
20230515,Bengaluru,33.0,21.2,26.2,0.0,65,16.7
20230516,Bengaluru,33.0,19.8,26.3,0.0,62,11.9
20230517,Bengaluru,32.6,21.9,27.4,0.0,51,11.0
20230518,Bengaluru,34.2,21.5,27.8,0.1,54,12.3
20230519,Bengaluru,34.2,21.7,27.7,0.0,55,19.3
20230520,Bengaluru,33.3,21.2,26.6,0.1,66,14.0
20230521,Bengaluru,31.6,21.8,24.7,7.3,77,13.1
20230522,Bengaluru,31.6,20.4,24.9,1.6,75,11.4
20230523,Bengaluru,32.4,19.8,25.6,1.0,70,11.3
20230524,Bengaluru,31.8,21.1,25.3,6.6,74,14.5
20230525,Bengaluru,31.3,20.9,25.2,1.4,74,18.2
20230526,Bengaluru,31.3,20.8,25.2,0.0,73,15.9
20230527,Bengaluru,31.4,20.5,25.5,0.5,72,12.9
20230528,Bengaluru,32.3,21.1,26.4,0.0,65,11.5
20230529,Bengaluru,32.6,21.4,26.6,1.8,63,13.6
20230530,Bengaluru,30.0,21.5,24.1,36.6,81,16.5
20230531,Bengaluru,30.6,21.2,24.5,20.3,79,9.9
20230601,Bengaluru,31.0,20.7,25.1,3.1,77,10.9
20230602,Bengaluru,30.3,20.8,25.1,0.0,75,18.3
20230603,Bengaluru,31.6,20.9,25.8,0.4,72,16.9
20230604,Bengaluru,30.0,21.2,25.1,0.0,76,18.4
20230605,Bengaluru,30.8,21.0,25.6,0.1,70,16.7
20230606,Bengaluru,31.3,21.3,26.1,0.3,68,19.1
20230607,Bengaluru,31.6,21.2,26.1,0.0,70,16.5
20230608,Bengaluru,31.6,20.6,26.0,0.0,68,17.3
20230609,Bengaluru,31.4,20.3,25.0,5.5,73,20.3
20230610,Bengaluru,30.8,20.1,24.6,0.7,74,25.9
20230611,Bengaluru,30.8,20.6,24.9,0.2,73,23.1
20230612,Bengaluru,30.5,20.3,24.6,13.0,77,19.0
20230613,Bengaluru,30.8,20.1,24.5,1.8,76,19.1
20230614,Bengaluru,30.7,20.0,24.7,1.1,73,21.0
20230615,Bengaluru,31.6,19.9,25.5,0.0,68,17.7
20230616,Bengaluru,32.0,20.8,26.0,0.0,65,19.5
20230617,Bengaluru,31.4,19.9,25.2,0.2,69,17.8
20230618,Bengaluru,30.8,21.2,24.8,1.0,73,22.2
20230619,Bengaluru,28.4,20.5,24.1,2.4,78,18.1
20230620,Bengaluru,26.3,21.4,22.8,18.5,89,14.8
20230621,Bengaluru,29.4,20.3,23.9,13.6,83,12.5
20230622,Bengaluru,29.1,20.8,23.6,3.7,81,17.9
20230623,Bengaluru,28.9,20.3,23.7,0.5,80,18.6
20230624,Bengaluru,28.1,20.3,23.4,3.6,80,23.4
20230625,Bengaluru,29.1,19.3,23.4,0.9,80,19.8
20230626,Bengaluru,28.7,20.2,23.6,0.2,76,22.0
20230627,Bengaluru,28.8,19.4,23.2,2.3,80,23.7
20230628,Bengaluru,28.9,19.8,23.7,2.4,77,23.7
20230629,Bengaluru,28.7,19.5,23.4,9.1,78,27.0
20230630,Bengaluru,29.8,20.1,24.2,1.7,74,24.6
20230701,Bengaluru,29.3,19.8,24.5,0.7,73,19.4
20230702,Bengaluru,28.9,20.5,23.8,4.7,78,22.0
20230703,Bengaluru,28.9,20.3,23.2,8.3,82,23.6
20230704,Bengaluru,26.4,20.0,22.1,14.9,88,26.8
20230705,Bengaluru,26.5,20.1,21.8,12.3,89,31.5
20230706,Bengaluru,25.2,19.6,21.3,15.3,90,26.9
20230707,Bengaluru,26.7,19.4,22.4,4.9,85,28.0
20230708,Bengaluru,26.9,19.9,22.3,1.8,84,24.7
20230709,Bengaluru,27.9,20.1,22.9,4.6,83,20.5
20230710,Bengaluru,26.4,19.6,22.6,4.3,86,18.7
20230711,Bengaluru,26.0,20.0,22.4,0.7,86,18.4
20230712,Bengaluru,28.0,19.4,23.0,1.7,84,17.6
20230713,Bengaluru,25.4,19.6,21.9,6.2,89,21.1
20230714,Bengaluru,27.5,19.8,22.7,2.4,84,22.7
20230715,Bengaluru,28.1,19.3,23.2,0.6,81,23.6
20230716,Bengaluru,27.7,19.6,23.3,1.3,81,18.6
20230717,Bengaluru,27.5,19.5,23.2,2.5,79,23.2
20230718,Bengaluru,27.9,20.4,23.6,0.8,75,31.0
20230719,Bengaluru,26.6,20.4,22.8,1.1,76,32.4
20230720,Bengaluru,27.2,20.4,23.1,1.6,75,39.3
20230721,Bengaluru,27.6,20.1,23.1,2.3,77,34.6
20230722,Bengaluru,25.6,20.6,22.4,8.4,83,31.4
20230723,Bengaluru,26.0,20.3,22.1,9.7,87,31.4
20230724,Bengaluru,25.7,19.8,21.6,12.7,88,30.0
20230725,Bengaluru,23.4,19.8,21.2,13.5,92,25.8
20230726,Bengaluru,23.2,19.3,20.8,19.3,92,25.6
20230727,Bengaluru,27.1,19.6,22.3,2.3,81,28.2
20230728,Bengaluru,28.2,19.0,22.8,1.5,77,29.3
20230729,Bengaluru,27.8,19.5,22.9,1.0,77,28.2
20230730,Bengaluru,28.0,18.6,23.0,0.7,77,26.8
20230731,Bengaluru,28.7,19.4,23.4,1.3,79,23.5
20230801,Bengaluru,28.2,19.7,23.5,0.4,76,27.2
20230802,Bengaluru,28.0,19.5,23.3,0.0,73,29.5
20230803,Bengaluru,28.0,19.6,23.5,1.0,74,28.8
20230804,Bengaluru,28.6,19.1,23.2,1.1,78,26.7
20230805,Bengaluru,28.7,19.4,23.6,1.2,77,23.5
20230806,Bengaluru,28.8,19.4,24.0,0.3,76,17.1
20230807,Bengaluru,29.0,19.5,23.8,0.9,76,18.5
20230808,Bengaluru,28.9,19.2,23.4,0.6,77,17.5
20230809,Bengaluru,29.1,19.2,23.8,1.1,77,15.0
20230810,Bengaluru,28.7,19.9,24.0,0.5,77,13.7
20230811,Bengaluru,28.4,20.3,24.3,0.6,74,15.0
20230812,Bengaluru,29.7,20.1,24.6,0.3,71,18.2
20230813,Bengaluru,29.3,19.6,24.3,0.1,70,15.8
20230814,Bengaluru,29.2,20.6,24.5,0.4,70,15.0
20230815,Bengaluru,29.4,19.0,24.1,0.5,67,14.5
20230816,Bengaluru,30.8,19.1,24.7,0.0,66,15.5
20230817,Bengaluru,30.7,20.1,24.7,0.6,69,20.6
20230818,Bengaluru,30.1,19.8,24.3,1.1,68,23.0
20230819,Bengaluru,28.9,19.9,23.0,7.3,79,25.2
20230820,Bengaluru,30.0,19.4,24.2,0.8,71,19.3
20230821,Bengaluru,30.5,19.4,24.7,0.0,69,15.8
20230822,Bengaluru,30.7,20.3,24.9,0.8,71,12.1
20230823,Bengaluru,30.6,20.5,25.1,0.0,67,11.7
20230824,Bengaluru,30.5,20.0,24.8,0.0,64,13.4
20230825,Bengaluru,31.0,19.7,24.9,0.0,64,13.9
20230826,Bengaluru,31.0,19.9,24.5,3.8,75,16.2
20230827,Bengaluru,30.6,20.5,25.0,0.1,71,11.9
20230828,Bengaluru,31.4,20.5,25.6,0.0,62,15.2
20230829,Bengaluru,31.0,20.8,25.4,0.7,66,16.1
20230830,Bengaluru,31.4,19.9,24.9,12.5,70,15.5
20230831,Bengaluru,28.8,19.9,23.9,8.8,80,10.4
20230901,Bengaluru,30.2,20.0,24.3,9.2,79,13.7
20230902,Bengaluru,29.2,20.2,23.4,11.8,84,19.6
20230903,Bengaluru,28.3,20.0,23.7,0.0,73,15.8
20230904,Bengaluru,26.9,20.3,22.8,1.2,76,26.6
20230905,Bengaluru,25.8,19.5,22.1,1.5,78,20.2
20230906,Bengaluru,28.2,20.4,23.2,1.3,81,19.9
20230907,Bengaluru,28.7,20.4,23.3,4.7,81,19.5
20230908,Bengaluru,28.1,20.2,23.4,2.1,80,23.9
20230909,Bengaluru,29.0,19.7,23.6,1.1,79,21.7
20230910,Bengaluru,28.6,19.5,23.7,2.0,75,23.4
20230911,Bengaluru,27.6,19.6,23.4,1.6,78,20.4
20230912,Bengaluru,28.8,20.0,23.6,2.5,76,22.5
20230913,Bengaluru,28.9,19.2,23.0,4.1,80,21.7
20230914,Bengaluru,28.8,19.1,22.9,0.6,81,19.9
20230915,Bengaluru,28.8,19.7,23.1,3.5,82,22.3
20230916,Bengaluru,28.6,20.0,23.5,5.8,79,25.4
20230917,Bengaluru,26.8,19.9,22.5,7.5,85,18.8
20230918,Bengaluru,28.8,19.5,22.8,4.8,84,25.8
20230919,Bengaluru,28.7,19.7,23.4,1.0,78,17.3
20230920,Bengaluru,28.7,19.1,23.3,0.3,80,17.8
20230921,Bengaluru,27.0,19.6,23.2,0.2,83,11.7
20230922,Bengaluru,28.6,19.6,23.2,6.2,84,16.3
20230923,Bengaluru,29.0,19.9,23.6,6.5,82,12.8
20230924,Bengaluru,27.1,19.9,23.0,7.5,83,18.4
20230925,Bengaluru,26.9,19.5,22.8,1.1,84,19.6
20230926,Bengaluru,28.4,19.5,23.3,1.8,81,14.9
20230927,Bengaluru,27.9,19.7,23.0,11.5,82,18.4
20230928,Bengaluru,27.1,19.0,21.9,9.4,88,19.7
20230929,Bengaluru,27.5,19.8,22.4,5.7,85,24.0
20230930,Bengaluru,28.2,19.5,23.0,2.7,83,25.7
20231001,Bengaluru,27.5,20.3,23.0,1.1,81,26.6
20231002,Bengaluru,28.1,19.8,23.5,0.3,76,23.1
20231003,Bengaluru,28.2,19.1,23.2,0.1,77,13.6
20231004,Bengaluru,28.2,19.0,23.5,0.4,76,10.3
20231005,Bengaluru,27.5,19.7,23.6,2.2,76,13.0
20231006,Bengaluru,29.5,20.2,24.5,1.5,71,9.7
20231007,Bengaluru,29.3,20.0,24.2,0.8,76,11.2
20231008,Bengaluru,29.7,20.2,23.9,14.4,80,12.0
20231009,Bengaluru,27.8,19.2,22.8,19.3,87,12.2
20231010,Bengaluru,28.7,19.5,23.3,1.9,83,9.2
20231011,Bengaluru,29.2,19.8,24.0,1.0,76,10.0
20231012,Bengaluru,30.0,19.9,24.1,0.3,69,13.7
20231013,Bengaluru,29.4,18.5,23.4,0.0,60,14.5
20231014,Bengaluru,29.2,18.4,23.7,0.0,69,12.6
20231015,Bengaluru,30.7,19.2,24.2,0.0,68,14.4
20231016,Bengaluru,30.0,20.8,24.3,0.4,73,19.1
20231017,Bengaluru,30.0,20.5,24.5,0.3,70,15.5
20231018,Bengaluru,30.4,19.1,24.3,0.0,59,16.7
20231019,Bengaluru,30.8,17.6,24.1,0.0,59,16.9
20231020,Bengaluru,31.1,18.9,24.7,0.0,60,17.4
20231021,Bengaluru,31.4,19.8,25.0,0.0,62,20.0
20231022,Bengaluru,31.6,19.1,24.9,0.0,58,13.8
20231023,Bengaluru,30.4,18.3,23.9,0.0,44,13.7
20231024,Bengaluru,29.9,17.0,23.5,0.0,38,11.5
20231025,Bengaluru,30.0,17.1,23.5,0.0,48,14.5
20231026,Bengaluru,30.0,16.5,23.7,0.0,50,13.8
20231027,Bengaluru,30.7,18.6,24.4,0.0,59,15.4
20231028,Bengaluru,30.9,20.3,25.0,0.0,66,15.9
20231029,Bengaluru,29.5,20.2,23.4,6.1,78,17.0
20231030,Bengaluru,28.7,19.5,23.3,4.1,78,18.5
20231031,Bengaluru,28.8,19.5,22.9,1.4,78,16.9
20231101,Bengaluru,29.4,18.9,23.5,1.3,73,13.7
20231102,Bengaluru,29.6,18.4,23.2,0.6,78,17.8
20231103,Bengaluru,30.0,20.7,23.6,2.0,78,17.8
20231104,Bengaluru,28.0,19.6,22.6,4.8,84,19.0
20231105,Bengaluru,27.8,19.3,22.2,22.6,85,13.1
20231106,Bengaluru,27.8,19.0,22.4,26.6,85,9.4
20231107,Bengaluru,27.1,18.9,22.0,9.2,87,16.3
20231108,Bengaluru,27.4,20.1,22.4,13.2,85,13.6
20231109,Bengaluru,27.2,19.6,22.2,6.4,84,17.3
20231110,Bengaluru,27.3,19.6,22.8,0.9,79,18.4
20231111,Bengaluru,28.1,16.9,21.9,0.0,67,18.5
20231112,Bengaluru,27.6,15.9,21.3,0.0,69,21.3
20231113,Bengaluru,27.2,16.0,21.5,0.0,69,21.4
20231114,Bengaluru,24.1,18.0,20.8,0.7,78,19.1
20231115,Bengaluru,27.4,18.2,22.0,1.0,76,15.6
20231116,Bengaluru,28.8,18.4,23.3,0.0,66,15.0
20231117,Bengaluru,29.7,19.0,23.4,0.0,72,15.7
20231118,Bengaluru,29.4,18.9,23.6,0.0,70,16.2
20231119,Bengaluru,29.2,17.3,22.7,0.0,67,19.4
20231120,Bengaluru,28.7,17.4,22.3,0.1,74,18.9
20231121,Bengaluru,28.4,19.0,22.7,3.5,80,19.7
20231122,Bengaluru,28.2,19.8,23.0,1.7,83,14.0
20231123,Bengaluru,27.1,19.6,22.1,5.4,85,16.7
20231124,Bengaluru,27.2,19.5,22.2,3.7,83,18.5
20231125,Bengaluru,27.5,19.5,22.5,1.5,80,22.0
20231126,Bengaluru,26.8,18.7,22.0,0.6,79,23.8
20231127,Bengaluru,26.5,19.4,22.3,1.9,80,19.3
20231128,Bengaluru,27.7,19.4,22.6,0.7,78,16.3
20231129,Bengaluru,28.2,19.7,22.5,0.5,78,19.8
20231130,Bengaluru,27.9,18.5,22.4,0.2,79,19.9
20231201,Bengaluru,28.0,19.3,22.2,2.9,81,17.1
20231202,Bengaluru,28.2,17.4,22.0,1.2,77,21.6
20231203,Bengaluru,26.5,19.6,22.0,2.8,82,25.6
20231204,Bengaluru,24.0,19.8,21.5,0.0,81,27.0
20231205,Bengaluru,28.5,18.5,22.8,0.0,73,18.4
20231206,Bengaluru,28.4,17.1,22.5,0.0,69,9.4
20231207,Bengaluru,28.9,18.4,23.3,0.1,74,13.9
20231208,Bengaluru,28.4,19.8,22.9,1.9,80,14.0
20231209,Bengaluru,27.1,20.0,22.8,1.9,79,14.4
20231210,Bengaluru,28.3,18.9,23.0,0.0,73,14.6
20231211,Bengaluru,27.8,18.2,22.6,0.2,73,14.9
20231212,Bengaluru,28.1,18.4,22.3,0.0,69,15.2
20231213,Bengaluru,26.6,16.3,20.8,0.0,71,16.0
20231214,Bengaluru,26.2,16.8,21.2,0.0,72,18.3
20231215,Bengaluru,28.4,16.4,21.6,0.0,76,16.3
20231216,Bengaluru,28.6,18.8,22.5,0.7,77,19.5
20231217,Bengaluru,26.5,18.3,21.5,0.2,80,21.5
20231218,Bengaluru,26.6,18.5,21.5,0.0,73,21.6
20231219,Bengaluru,27.0,17.8,21.3,0.0,71,17.9
20231220,Bengaluru,27.0,17.1,21.1,0.0,75,17.9
20231221,Bengaluru,28.5,16.9,21.8,0.0,75,14.8
20231222,Bengaluru,28.5,17.8,22.3,0.0,71,14.0
20231223,Bengaluru,28.3,16.2,20.9,0.0,67,13.8
20231224,Bengaluru,28.9,14.0,20.9,0.0,73,17.9
20231225,Bengaluru,28.5,17.5,22.0,0.0,72,20.5
20231226,Bengaluru,28.0,14.5,20.7,0.0,63,19.1
20231227,Bengaluru,28.2,14.9,20.6,0.0,66,19.9
20231228,Bengaluru,28.0,15.4,21.1,0.0,72,18.9
20231229,Bengaluru,27.9,16.6,21.4,0.0,72,20.2
20231230,Bengaluru,27.8,17.4,21.5,0.0,69,15.6
20231231,Bengaluru,27.9,16.8,21.2,0.0,71,16.4
20240101,Bengaluru,28.4,16.6,21.7,0.0,66,19.1
20240102,Bengaluru,27.6,18.2,21.9,0.0,66,18.8
20240103,Bengaluru,27.4,16.4,21.5,0.0,68,16.9
20240104,Bengaluru,25.5,18.2,21.3,2.7,74,17.7
20240105,Bengaluru,27.0,18.6,22.4,0.2,73,16.2
20240106,Bengaluru,28.7,19.3,22.8,1.2,73,17.3
20240107,Bengaluru,27.8,17.0,22.1,0.0,71,18.1
20240108,Bengaluru,23.5,18.4,20.3,2.4,88,21.2
20240109,Bengaluru,26.6,18.8,21.6,1.0,77,25.3
20240110,Bengaluru,25.0,17.2,20.9,0.0,71,19.1
20240111,Bengaluru,27.8,17.0,21.4,0.0,68,17.7
20240112,Bengaluru,27.3,15.6,20.8,0.0,67,23.4
20240113,Bengaluru,28.5,15.8,21.2,0.0,72,15.2
20240114,Bengaluru,28.4,16.9,21.7,0.0,69,16.5
20240115,Bengaluru,28.2,15.6,21.4,0.0,66,14.0
20240116,Bengaluru,28.3,15.7,21.5,0.0,65,15.5
20240117,Bengaluru,28.4,15.9,21.7,0.0,64,16.5
20240118,Bengaluru,28.9,16.6,22.2,0.0,63,14.4
20240119,Bengaluru,29.4,17.5,22.8,0.0,63,18.7
20240120,Bengaluru,29.2,16.6,22.5,0.0,64,18.1
20240121,Bengaluru,29.2,17.0,22.8,0.0,59,15.3
20240122,Bengaluru,29.2,17.0,23.0,0.0,63,18.3
20240123,Bengaluru,29.1,17.0,22.7,0.0,61,16.6
20240124,Bengaluru,29.7,17.3,23.0,0.0,66,15.4
20240125,Bengaluru,28.6,17.6,23.1,0.0,62,17.5
20240126,Bengaluru,28.3,16.9,22.0,0.0,60,19.1
20240127,Bengaluru,28.4,16.2,21.6,0.0,63,18.4
20240128,Bengaluru,28.4,16.0,21.6,0.0,66,15.7
20240129,Bengaluru,28.2,16.7,21.6,0.0,61,16.8
20240130,Bengaluru,29.2,15.1,21.7,0.0,58,15.1
20240131,Bengaluru,29.6,16.8,22.9,0.0,60,16.2
20240201,Bengaluru,30.0,18.4,23.4,0.0,60,14.9
20240202,Bengaluru,30.6,18.9,23.9,0.0,63,13.9
20240203,Bengaluru,30.4,19.4,24.3,0.0,63,19.5
20240204,Bengaluru,29.7,17.9,23.3,0.0,58,18.8
20240205,Bengaluru,30.6,16.7,23.1,0.0,54,15.4
20240206,Bengaluru,32.2,15.8,23.6,0.0,56,18.6
20240207,Bengaluru,32.6,16.8,24.4,0.0,48,18.6
20240208,Bengaluru,32.9,17.0,24.8,0.0,42,17.7
20240209,Bengaluru,32.3,17.1,24.5,0.0,51,17.5
20240210,Bengaluru,30.8,17.1,23.4,0.0,61,19.5
20240211,Bengaluru,30.5,17.4,23.2,0.0,61,18.6
20240212,Bengaluru,30.8,15.8,22.7,0.0,54,18.4
20240213,Bengaluru,30.7,16.4,23.2,0.0,60,17.3
20240214,Bengaluru,30.7,17.9,23.8,0.0,61,18.2
20240215,Bengaluru,30.8,17.0,23.5,0.0,47,18.4
20240216,Bengaluru,29.8,16.7,22.9,0.0,58,20.7
20240217,Bengaluru,31.3,17.1,24.0,0.0,45,19.3
20240218,Bengaluru,32.1,17.6,24.8,0.0,41,20.0
20240219,Bengaluru,31.0,17.3,24.3,0.0,50,19.0
20240220,Bengaluru,31.6,18.8,25.3,0.0,45,18.6
20240221,Bengaluru,32.1,19.7,25.7,0.0,54,13.1
20240222,Bengaluru,32.4,19.4,25.8,0.0,47,9.9
20240223,Bengaluru,32.7,18.5,25.6,0.0,41,12.6
20240224,Bengaluru,31.8,19.5,25.8,0.0,58,16.1
20240225,Bengaluru,32.1,20.2,25.5,0.0,58,21.4
20240226,Bengaluru,31.2,17.8,24.0,0.0,63,22.1
20240227,Bengaluru,31.1,18.0,24.2,0.0,63,19.3
20240228,Bengaluru,32.6,17.2,24.8,0.0,49,18.1
20240229,Bengaluru,32.2,16.4,24.5,0.0,40,19.9
20240301,Bengaluru,32.4,16.7,24.6,0.0,45,18.9
20240302,Bengaluru,32.5,17.6,25.1,0.0,40,18.9
20240303,Bengaluru,32.7,18.4,25.4,0.0,46,17.1
20240304,Bengaluru,34.4,18.9,26.6,0.0,46,17.4
20240305,Bengaluru,34.3,18.9,26.7,0.0,47,20.8
20240306,Bengaluru,34.5,20.0,27.1,0.0,43,20.0
20240307,Bengaluru,34.5,19.9,27.3,0.0,41,15.5
20240308,Bengaluru,33.6,20.8,26.9,0.0,47,14.8
20240309,Bengaluru,33.4,20.5,27.6,0.0,42,17.8
20240310,Bengaluru,33.3,22.3,27.5,0.0,50,22.5
20240311,Bengaluru,33.9,20.8,27.3,0.0,44,19.6
20240312,Bengaluru,34.2,20.3,27.3,0.0,46,16.8
20240313,Bengaluru,34.6,21.7,27.9,0.0,42,16.8
20240314,Bengaluru,34.1,21.7,27.9,0.0,46,15.8
20240315,Bengaluru,34.8,21.8,28.6,0.0,43,19.6
20240316,Bengaluru,35.5,22.6,28.3,0.0,45,17.8
20240317,Bengaluru,34.6,20.6,27.4,0.0,50,19.4
20240318,Bengaluru,34.8,20.0,27.2,0.0,43,15.6
20240319,Bengaluru,34.4,20.8,27.3,0.0,40,20.3
20240320,Bengaluru,35.2,20.2,27.3,0.0,44,18.8
20240321,Bengaluru,32.7,20.0,25.8,0.0,56,19.6
20240322,Bengaluru,34.1,20.0,26.8,0.0,50,18.8
20240323,Bengaluru,34.6,19.4,27.2,0.0,48,18.8
20240324,Bengaluru,35.0,19.7,27.5,0.0,36,17.2
20240325,Bengaluru,35.5,19.3,27.6,0.0,43,20.0
20240326,Bengaluru,35.5,19.9,27.5,0.0,41,19.9
20240327,Bengaluru,35.0,18.9,26.9,0.0,41,19.5
20240328,Bengaluru,35.3,19.8,27.7,0.0,47,16.3
20240329,Bengaluru,36.0,21.3,28.5,0.0,41,18.8
20240330,Bengaluru,35.7,20.7,28.2,0.0,37,20.2
20240331,Bengaluru,35.5,20.2,27.5,0.0,38,15.2
20240401,Bengaluru,36.1,20.4,28.1,0.0,48,13.5
20240402,Bengaluru,36.8,22.7,29.3,0.0,42,17.9
20240403,Bengaluru,36.7,21.7,29.0,0.0,40,18.1
20240404,Bengaluru,36.5,22.0,29.0,0.0,36,14.7
20240405,Bengaluru,37.5,22.3,29.4,0.0,33,20.0
20240406,Bengaluru,37.4,21.4,29.8,0.0,31,20.5
20240407,Bengaluru,37.1,22.4,29.6,0.0,31,17.9
20240408,Bengaluru,37.0,21.6,29.3,0.0,31,20.3
20240409,Bengaluru,35.4,21.5,28.4,0.0,38,18.2
20240410,Bengaluru,35.6,20.7,28.3,0.0,45,18.1
20240411,Bengaluru,35.7,20.6,28.5,0.0,48,22.3
20240412,Bengaluru,34.7,21.9,27.6,0.1,59,21.4
20240413,Bengaluru,35.0,21.4,27.8,0.0,54,27.1
20240414,Bengaluru,35.3,20.7,28.0,0.0,45,19.1
20240415,Bengaluru,36.0,20.7,28.4,0.0,40,20.6
20240416,Bengaluru,36.3,19.9,28.6,0.0,41,18.6
20240417,Bengaluru,37.6,22.7,29.7,0.0,37,16.0
20240418,Bengaluru,37.8,22.9,30.4,0.0,38,17.1
20240419,Bengaluru,38.1,24.1,31.0,0.0,40,16.3
20240420,Bengaluru,37.2,23.8,30.3,0.0,41,16.6
20240421,Bengaluru,37.1,22.9,30.3,0.0,41,16.8
20240422,Bengaluru,37.7,23.1,30.2,0.0,37,20.2
20240423,Bengaluru,37.3,22.2,29.8,0.0,31,18.9
20240424,Bengaluru,36.9,22.0,29.8,0.0,37,19.0
20240425,Bengaluru,37.5,22.6,30.3,0.0,32,25.3
20240426,Bengaluru,37.2,22.6,30.1,0.0,37,22.4
20240427,Bengaluru,37.7,21.4,29.9,0.0,33,18.9
20240428,Bengaluru,38.6,22.3,30.4,0.0,38,18.4
20240429,Bengaluru,38.0,24.0,30.4,0.0,39,16.9
20240430,Bengaluru,38.6,23.7,30.8,0.0,40,15.9
20240501,Bengaluru,39.5,23.2,31.5,0.0,43,14.3
20240502,Bengaluru,37.9,24.7,31.0,0.6,49,18.1
20240503,Bengaluru,37.5,24.7,29.7,0.2,55,19.4
20240504,Bengaluru,37.9,23.2,29.4,0.1,59,18.2
20240505,Bengaluru,37.7,23.2,30.1,0.0,49,17.4
20240506,Bengaluru,39.3,23.3,30.4,0.0,49,15.9
20240507,Bengaluru,35.9,23.6,29.2,0.1,55,13.6
20240508,Bengaluru,34.0,21.5,27.6,6.2,57,18.2
20240509,Bengaluru,32.8,22.6,27.3,4.5,59,16.3
20240510,Bengaluru,33.0,22.4,26.6,6.0,64,17.0
20240511,Bengaluru,34.0,21.7,27.4,0.0,59,16.7
20240512,Bengaluru,31.8,22.0,26.2,5.8,70,18.1
20240513,Bengaluru,32.7,20.8,26.1,4.9,69,15.5
20240514,Bengaluru,29.2,21.6,24.9,16.2,77,10.0
20240515,Bengaluru,32.2,21.2,26.2,1.0,69,18.7
20240516,Bengaluru,27.2,21.3,24.5,2.8,77,12.8
20240517,Bengaluru,29.3,20.9,24.1,15.0,83,14.3
20240518,Bengaluru,29.3,21.1,24.1,19.5,86,17.8
20240519,Bengaluru,29.3,21.5,24.3,9.1,84,6.5
20240520,Bengaluru,27.6,21.1,23.8,25.2,86,17.9
20240521,Bengaluru,29.8,21.4,24.2,10.5,85,17.7
20240522,Bengaluru,29.8,21.2,24.9,12.9,82,19.3
20240523,Bengaluru,31.5,20.5,25.8,0.7,78,15.7
20240524,Bengaluru,29.8,21.8,24.8,3.5,85,16.0
20240525,Bengaluru,29.7,22.0,25.1,0.5,75,21.9
20240526,Bengaluru,29.2,21.7,24.7,2.4,68,27.2
